image,control1,control2,label1,label2,description1,description2,avg,label
image1817.jpg,1.0,1.0,4.7,2.1,fraternal twins 1st & 2nd,Sitting guinea pigs dumb,3.4000000000000004,0
image1624.jpg,1.0,9.0,6.4,8.3,tiger resting on ball,Tiger holding Wilson.,7.3500000000000005,1
image1142.jpg,1.0,2.0,1.0,1.0,its yuck,This could be a female,1.0,0
image293.jpg,6.0,8.0,7.5,8.7,Oh it is a best view,He is stretching his neck,8.1,1
image287.jpg,3.0,2.0,4.3,1.7,Funny chef,Cutting up a chicken.,3.0,0
image1156.jpg,3.0,10.0,3.4,5.3,Decent cartoon,Angels watching surgery.,4.35,0
image1630.jpg,10.0,3.0,6.5,1.0,aerodynamic plastic wrap,not funny at all,3.75,0
image1618.jpg,7.0,2.0,4.1,8.3,Cute carrot,Pulling a giant carrot.,6.2,1
image1619.jpg,1.0,1.0,7.0,1.4,matching the surrounding,Banana is fading.,4.2,0
image1157.jpg,1.0,1.0,9.5,8.2,A singing cat,Face expression,8.85,1
image286.jpg,3.0,1.0,5.1,9.1,Funny pigs,Hogs wanting to get out.,7.1,1
image1631.jpg,4.0,4.0,1.0,1.0,Vicious bully breed.,It is Jesus and not funny,1.0,0
image1625.jpg,8.0,10.0,9.8,7.2,Lying!! LOL,Crayons are in trouble.,8.5,1
image292.jpg,3.0,4.0,5.9,7.0,He can do it all,too busy to be productive,6.45,1
image1143.jpg,6.0,5.0,3.2,2.7,dress code,Cute but not really funny,2.95,0
image64.jpg,6.0,8.0,10.0,7.1,creative,Illusion from phone.,8.55,1
image279.jpg,7.0,8.0,9.1,7.1,A special puppy treat,Dog eating ice cream.,8.1,1
image1816.jpg,8.0,5.0,1.0,9.6,I hate dogs.,But dogs shouldn't drink.,5.3,1
image1802.jpg,7.0,2.0,7.3,1.0,"no shoes, look on face",He is a problem child,4.15,0
image70.jpg,10.0,10.0,7.0,7.7,I feel a serrated edge,Toast using sunblock.,7.35,1
image58.jpg,1.0,1.0,3.0,2.2,"yelling: ""Timber!""",Woods,2.6,0
image245.jpg,8.0,1.0,9.5,7.2,Woman falls on the ice.,Falling on ice.,8.35,1
image1194.jpg,8.0,9.0,5.0,3.5,image cannot  be funny,Sun touching a puppy.,4.25,0
image523.jpg,1.0,1.0,1.0,1.6,Anger is not funny.,Man is angry.,1.3,0
image537.jpg,9.0,1.0,2.9,7.2,Cats are amusing.,Cat using keyboard,5.05,1
image1180.jpg,1.0,1.0,2.0,2.2,Cute more than funny,Woman happy while texting,2.1,0
image251.jpg,8.0,3.0,7.6,5.6,ladder to nowhere,Ladder will not move now.,6.6,1
image906.jpg,10.0,2.0,1.0,2.1,I hate vicious dogs.,Teeth are sharp.,1.55,0
image1369.jpg,6.0,4.0,5.4,1.8,one-handed catch,Man looks serious.,3.6,0
image912.jpg,8.0,2.0,5.6,7.4,Trying to beat a record?,Man with many collars.,6.5,1
image1433.jpg,1.0,9.0,1.7,1.0,hopeful message not funny,Flying birds,1.35,0
image1355.jpg,10.0,8.0,9.1,6.6,funny pig doddle,Pig noses outlet.,7.85,1
image1341.jpg,10.0,7.0,3.7,9.6,juicy saliva,Dog eating watermelon,6.65,1
image1427.jpg,9.0,3.0,7.3,2.1,desparate folk get robbed,Doctor making money.,4.7,0
image709.jpg,10.0,9.0,7.0,9.0,husband being thrown out,Cupid's last chance/trial,8.0,1
image721.jpg,3.0,3.0,5.2,1.8,head lice,Monster looks unhappy.,3.5,0
image1396.jpg,1.0,2.0,7.7,1.0,surfboard upside down,surf's up! side down,4.35,0
image1382.jpg,8.0,7.0,6.9,6.5,should have worn capris,Elderly on trampoline.,6.7,1
image735.jpg,1.0,1.0,9.9,8.2,electric wire,Shoes hanging on wires,9.05,1
image872.jpg,1.0,2.0,1.0,1.0,Are these graves? Not fun,War,1.0,0
image1209.jpg,9.0,10.0,9.0,7.8,The Simpson family humor,Family having fun.,8.4,1
image866.jpg,1.0,1.0,2.3,1.0,Think what is future.,Lonely older lady,1.65,0
image1547.jpg,8.0,8.0,5.0,7.6,Banana case,A banana container.,6.3,1
image696.jpg,6.0,4.0,6.1,1.0,birds turning gray,Reminder of death,3.55,0
image1221.jpg,1.0,3.0,10.0,6.4,earth in the summer,Watermelon in orbit.,8.2,1
image1235.jpg,10.0,8.0,8.0,7.9,Is she trying to fly?,Woman in cow costume.,7.95,1
image682.jpg,2.0,1.0,7.6,8.1,Mortal Kombat Finish Him,Man thrown off horse.,7.85,1
image1553.jpg,4.0,7.0,9.5,8.9,flying carpet first class,Flying carpet stewardess.,9.2,1
image669.jpg,1.0,1.0,6.8,1.0,I liked the sad face.,This is a sad cow,3.9,0
image9.jpg,4.0,7.0,2.8,1.0,downward dog pose,I hate dogs.,1.9,0
image655.jpg,3.0,4.0,9.0,6.6,JCB is crying,The heavy equi,7.8,1
image1584.jpg,1.0,8.0,4.7,7.0,Cleaning up snail slime,Snail painting infinity.,5.85,1
image133.jpg,1.0,1.0,1.0,1.5,Nice photo of nature,Darkness is scary.,1.25,0
image127.jpg,2.0,5.0,6.3,8.6,"Hilarious, where is he.",footpath,7.449999999999999,1
image1590.jpg,3.0,4.0,7.2,6.8,Lots of sandals on tree,Shoes in a tree.,7.0,1
image641.jpg,1.0,1.0,1.0,1.0,Fishing isn't funny.,Boring pic. Man fishing,1.0,0
image899.jpg,7.0,1.0,8.5,7.4,Check their funny faces.,Son looks like father.,7.95,1
image1779.jpg,1.0,1.0,1.0,1.0,So real,Tornado and lightning,1.0,0
image1023.jpg,5.0,4.0,4.3,10.0,He did not open that jar,the cat!,7.15,1
image494.jpg,8.0,1.0,9.0,7.8,train is waiting for trai,Train is also waiting.,8.4,1
image1745.jpg,1.0,1.0,1.6,8.2,cruise side trip,This is not a speed boat,4.8999999999999995,0
image1751.jpg,7.0,3.0,6.0,2.4,Monkey hanging out,Monkey is just chilling.,4.2,0
image480.jpg,5.0,8.0,9.0,8.1,They were trespassing,Whale pulling on ships.,8.55,1
image1037.jpg,7.0,10.0,1.0,7.7,This could be offensive.,Bagpipes are annoying.,4.35,0
image319.jpg,8.0,9.0,8.2,8.6,braces on pumpkin,Funny pumpkin,8.399999999999999,1
image331.jpg,9.0,9.0,10.0,5.1,image is funny,Man plane,7.55,1
image1786.jpg,1.0,8.0,1.0,6.2,Horror picture,the facial expression,3.6,0
image457.jpg,1.0,5.0,2.8,7.2,Moon man drinking,Astronaut is chilling.,5.0,1
image443.jpg,9.0,8.0,1.2,8.6,Nope rope to die down,traffic sound woke him up,4.8999999999999995,0
image1792.jpg,4.0,9.0,7.3,5.0,This is the future,Robot playing hopscotch,6.15,1
image325.jpg,2.0,9.0,7.5,2.1,aliens playing cards,Alliens playing cards,4.8,0
image455.jpg,4.0,2.0,1.0,1.8,He couldn't hold it,Woman looks angry.,1.4,0
image1784.jpg,8.0,8.0,7.3,7.5,candles’ distressed,Candles are melting.,7.4,1
image333.jpg,7.0,1.0,1.0,7.3,Man on skateboard,Skateboarding in a suit.,4.15,0
image327.jpg,9.0,5.0,8.0,2.5,This is a knife fight,no emotion,5.25,1
image1790.jpg,5.0,2.0,8.7,7.9,messy to clean,Really good maid.,8.3,1
image441.jpg,7.0,1.0,8.7,8.5,Walking the dog,Dog in backpack.,8.6,1
image469.jpg,7.0,7.0,8.4,7.2,giraffe with books,Giraffe loves books.,7.800000000000001,1
image1747.jpg,7.0,5.0,1.0,10.0,Scary mask,funny face,5.5,1
image496.jpg,4.0,4.0,4.6,7.3,head postions,Goats in hidding,5.949999999999999,1
image1021.jpg,4.0,1.0,8.0,2.1,Girl and her cat,Cat and girl bonding.,5.05,1
image1035.jpg,3.0,1.0,6.5,7.6,Mime,Mime is fat.,7.05,1
image482.jpg,8.0,1.0,1.0,1.8,AI got this one wrong,Man's limbs are gross.,1.4,0
image1753.jpg,1.0,1.0,4.5,1.0,He had to be different,cute but not funny,2.75,0
image1009.jpg,1.0,4.0,7.1,6.7,Shocked by seeing a man.,Fish is in shock.,6.9,1
image131.jpg,3.0,4.0,1.1,1.0,camera act,Security camera,1.05,0
image1586.jpg,1.0,1.0,9.1,3.9,Kids having fun,Children are laughing.,6.5,1
image657.jpg,6.0,2.0,7.4,10.0,snoring light bulb,my everyday,8.7,1
image643.jpg,1.0,1.0,1.9,1.0,"nice hug, not funny",Love,1.45,0
image1592.jpg,6.0,2.0,5.4,6.8,Pinching pennies,Man cutting own hair.,6.1,1
image125.jpg,7.0,7.0,7.1,7.0,circuit board thoughts,thinking,7.05,1
image119.jpg,9.0,1.0,8.3,8.9,Joy of baking.,Mom is probably laughing,8.600000000000001,1
image1223.jpg,7.0,1.0,1.0,7.6,Man wearing a mask,Smiling wide face mask.,4.3,0
image694.jpg,10.0,1.0,8.7,8.1,He is listening,Squirrel is shocked.,8.399999999999999,1
image1545.jpg,1.0,1.0,1.0,1.0,no picture,not funny at all,1.0,0
image1551.jpg,2.0,1.0,9.0,6.7,Peaceful news reading.,Guy on tracks.,7.85,1
image680.jpg,1.0,1.0,1.9,1.0,beaten is not funny,hurting others,1.45,0
image858.jpg,10.0,4.0,5.7,9.0,like cartoon,COPYCATS,7.35,1
image1237.jpg,4.0,3.0,8.8,8.2,player position is funny.,the falling man,8.5,1
image1579.jpg,5.0,4.0,9.6,7.6,Man has been fried.,Man is burnt.,8.6,1
image870.jpg,7.0,2.0,8.9,5.0,Who has power fish or man,the way he pulls,6.95,1
image864.jpg,8.0,4.0,10.0,5.7,Face,Horse's huge teeth.,7.85,1
image1394.jpg,6.0,3.0,1.4,7.6,signs are not funny,Road sign is odd.,4.5,0
image723.jpg,3.0,2.0,2.0,1.9,Risk,Man doing a stunt.,1.95,0
image737.jpg,6.0,7.0,8.2,8.2,a mans mind is in pants,The pants,8.2,1
image1380.jpg,9.0,4.0,2.2,1.8,He's about to get hurt.,dangerous,2.0,0
image1357.jpg,4.0,3.0,9.0,6.7,Forgot to dress in hurry.,Guy in bathrobe on train.,7.85,1
image938.jpg,7.0,4.0,9.0,9.6,cute dog wears raingear,Dog in raincoat,9.3,1
image1431.jpg,6.0,3.0,6.9,3.7,Love the glasses,baby in glasses is funny,5.300000000000001,1
image1425.jpg,3.0,5.0,4.2,8.2,Man's steps change color.,funny man,6.199999999999999,1
image1343.jpg,2.0,1.0,2.5,4.7,She seems pleased,Happy person,3.6,0
image904.jpg,5.0,6.0,7.8,10.0,His facial expression,FUNNY EDITING,8.9,1
image910.jpg,2.0,1.0,2.7,2.1,Success Dreams,Man just celebrating.,2.4000000000000004,0
image1419.jpg,2.0,3.0,8.8,7.7,alignment of bridges,Bridge won't connect.,8.25,1
image521.jpg,4.0,3.0,5.1,2.4,Work together,nothing funny,3.75,0
image1828.jpg,5.0,5.0,8.8,7.4,Even the birds is disgust,Birds everywhere.,8.100000000000001,1
image1196.jpg,5.0,5.0,7.2,8.9,Pug as a pirate.,FUNNY COSTUME,8.05,1
image247.jpg,8.0,3.0,7.4,4.8,Hungry mouth,MOuth,6.1,1
image253.jpg,4.0,5.0,5.5,8.6,running,Move out of the way,7.05,1
image1182.jpg,3.0,5.0,9.0,6.3,elephant,Elephant afraid of mouse.,7.65,1
image535.jpg,6.0,5.0,1.0,4.3,Allergies are not funny,Paper on the nose.,2.65,0
image1814.jpg,2.0,1.0,1.0,1.3,EVIL,Death in a field.,1.15,0
image66.jpg,5.0,4.0,1.7,7.4,nothing funny,Man using a telescope.,4.55,0
image72.jpg,4.0,6.0,8.7,6.9,Teeth and candy friends.,tooth don't play w/candy,7.8,1
image509.jpg,5.0,7.0,8.9,1.0,Fat asleep Homer.,Homer annoying Snoopy,4.95,0
image1800.jpg,5.0,6.0,8.1,10.0,Kid got a big head.,kisses,9.05,1
image1633.jpg,1.0,5.0,4.7,1.3,police salute,Man being killed.,3.0,0
image284.jpg,5.0,3.0,7.5,8.2,It's nose looks funny,Being so close.,7.85,1
image99.jpg,8.0,6.0,9.4,8.7,Their faces are funny.,The player's faces.,9.05,1
image1155.jpg,1.0,3.0,4.6,1.0,Snowman melted,Too cold to be funny,2.8,0
image1141.jpg,4.0,3.0,10.0,8.3,Dolphin Dress,Man in shark suit padding,9.15,1
image290.jpg,3.0,2.0,7.7,5.9,We can laugh with her,Girl is laughing.,6.800000000000001,1
image1627.jpg,3.0,2.0,2.7,1.7,Fun snow angel,Just kid laying on snow.,2.2,0
image1169.jpg,5.0,7.0,8.2,6.2,Masks,reality,7.199999999999999,1
image1168.jpg,1.0,1.0,1.4,5.3,even gawkers don't care,Car crash into building.,3.3499999999999996,0
image291.jpg,2.0,1.0,1.7,3.0,looks like dead animals,Baby animals sleeping.,2.35,0
image1140.jpg,5.0,3.0,6.4,1.0,he's in a frame,A man sleeping.,3.7,0
image1626.jpg,2.0,1.0,8.7,1.0,Kids patiently waiting.,mom only has love to give,4.85,0
image1632.jpg,9.0,7.0,1.0,1.0,nothing funny,Serious about the game,1.0,0
image1154.jpg,3.0,2.0,1.7,1.6,more interesting,not much funny,1.65,0
image98.jpg,8.0,7.0,6.9,5.8,Busting a move.,look rock,6.35,1
image285.jpg,1.0,2.0,2.3,1.0,aggressive game,A football crash,1.65,0
image73.jpg,10.0,8.0,9.7,9.0,It's funny,Thinks he's Simba.,9.35,1
image1801.jpg,2.0,2.0,2.6,1.8,Bonding time,People just relaxing.,2.2,0
image508.jpg,2.0,1.0,1.0,1.7,This is great for a card,Rays of sunshine.,1.35,0
image1815.jpg,10.0,8.0,8.2,8.1,Lampshade on dog,Dog hides under lamp,8.149999999999999,1
image67.jpg,6.0,4.0,6.0,9.5,Dog and cat getting along,the dog pulling the cat.,7.75,1
image1183.jpg,5.0,6.0,6.5,2.9,Innocent lamb cute look,goat stick out its tongue,4.7,0
image252.jpg,3.0,1.0,2.0,2.7,strike a boring pose,Smile,2.35,0
image534.jpg,6.0,5.0,5.1,7.8,Donkey's face,Silly hats and horse head,6.449999999999999,1
image1829.jpg,4.0,5.0,8.4,7.2,face of person in chair,The huge mess.,7.800000000000001,1
image520.jpg,10.0,9.0,10.0,6.6,cartoon like expression,face of dog,8.3,1
image246.jpg,3.0,6.0,5.2,8.0,Bulb,smiley image,6.6,1
image1197.jpg,6.0,6.0,7.2,7.8,head,Funny animal hairstyle.,7.5,1
image1418.jpg,3.0,8.0,9.5,10.0,Don't break the rules.,THe rain,9.75,1
image911.jpg,5.0,3.0,5.3,1.5,face,Cat is just lounging.,3.4,0
image905.jpg,3.0,2.0,1.0,1.0,Sad kid isn't funny,Sad boy,1.0,0
image1424.jpg,4.0,5.0,8.6,8.2,creativity,Beer keg tires.,8.399999999999999,1
image1342.jpg,7.0,6.0,3.1,6.1,Umbrella animal,Squirrel under tent.,4.6,0
image1356.jpg,6.0,1.0,2.3,1.0,nothing funny,a bird,1.65,0
image1430.jpg,6.0,6.0,7.3,6.8,not something often seen,Goats perch like birds,7.05,1
image939.jpg,3.0,2.0,2.1,1.4,the shadows,Just people's shadows.,1.75,0
image736.jpg,2.0,3.0,1.0,2.1,Interesting but not funny,Not interesting,1.55,0
image1381.jpg,2.0,2.0,1.7,6.0,black apple,think positive,3.85,0
image1395.jpg,4.0,5.0,6.1,10.0,egg on your face times 3,Waiter,8.05,1
image722.jpg,5.0,6.0,3.2,9.5,sweater is worse,Dog is being naughty,6.35,1
image865.jpg,6.0,4.0,8.3,5.3,His big eyes are funny.,eyes,6.800000000000001,1
image871.jpg,5.0,5.0,5.0,1.0,Penguins are playful.,not funny.,3.0,0
image1578.jpg,5.0,5.0,6.7,5.4,reminds me of raining dog,mobiles,6.050000000000001,1
image859.jpg,5.0,2.0,4.1,5.6,Inside joke.,Man laughing,4.85,0
image681.jpg,6.0,6.0,4.3,5.8,Partying,Guys under water.,5.05,1
image1550.jpg,1.0,1.0,1.7,1.8,sadness,Sad lady,1.75,0
image1236.jpg,5.0,2.0,1.4,7.5,missed stop sign,Woman laughing,4.45,0
image1222.jpg,4.0,2.0,1.6,1.6,Fish in trees is funny.,fish face,1.6,0
image1544.jpg,3.0,2.0,8.5,4.1,Face,strange cork mask,6.3,1
image695.jpg,1.0,1.0,1.7,1.0,not funny,nothing is funny at all.,1.35,0
image118.jpg,1.0,1.0,1.8,1.8,She's crying not funny.,crying,1.8,0
image1593.jpg,2.0,3.0,8.3,7.6,face,Old lady lifting.,7.95,1
image642.jpg,7.0,6.0,9.3,1.0,He can't hold it in.,Strage dummy,5.15,1
image124.jpg,3.0,1.0,9.1,1.5,brain,Just paint on brain.,5.3,1
image130.jpg,4.0,4.0,8.5,7.6,Boy is happy with money.,boy's face,8.05,1
image656.jpg,2.0,3.0,7.7,1.0,couple,A family.,4.35,0
image1587.jpg,5.0,4.0,1.4,7.5,five unconnected senses,Because of the body parts,4.45,0
image1008.jpg,2.0,2.0,7.5,3.0,Man is tracking paint.,A painter painted,5.25,1
image1034.jpg,5.0,3.0,8.3,7.1,remind me of my son.,the boy,7.7,1
image1752.jpg,1.0,4.0,1.8,2.8,nothing funny,Knife is creepy.,2.3,0
image483.jpg,5.0,6.0,7.9,8.1,QR Code,Smile face,8.0,1
image497.jpg,3.0,6.0,9.0,8.6,Playing chest by yourself,how he plays,8.8,1
image1746.jpg,5.0,2.0,5.8,1.8,chimp inside photo booth,Monkey is creepy.,3.8,0
image1020.jpg,3.0,2.0,10.0,6.4,expectation verses realit,Furniture sideways,8.2,1
image468.jpg,2.0,1.0,1.4,7.1,nothing funny,Railroad tracks building.,4.25,0
image326.jpg,4.0,3.0,6.5,6.2,Head looks like a fish,Man’s fish head.,6.35,1
image440.jpg,2.0,5.0,1.0,7.3,nothing funny,Milk bottle family.,4.15,0
image1791.jpg,1.0,4.0,9.3,9.0,Check his hair out.,Man hair,9.15,1
image1785.jpg,3.0,8.0,8.9,8.9,Why the belly button man?,story,8.9,1
image454.jpg,3.0,5.0,8.5,5.5,cultural appropriation,man,7.0,1
image332.jpg,2.0,3.0,7.8,7.8,New office is fabulous.,Man working in woods.,7.8,1
image369.jpg,3.0,2.0,5.2,8.2,cat's face,This cat know too much,6.699999999999999,1
image433.jpg,8.0,6.0,7.0,10.0,treat scoring a bullseye,face,8.5,1
image355.jpg,2.0,2.0,8.1,10.0,that pie is history,face,9.05,1
image1084.jpg,3.0,5.0,3.7,9.1,the heat killed them.,It looks dangerous,6.4,1
image1090.jpg,2.0,4.0,8.2,1.0,Reminds me of fantasia.,"Cute image, not funny",4.6,0
image341.jpg,5.0,7.0,8.7,7.3,I feel this way too.,assumptions=A$$ u/me,8.0,1
image427.jpg,2.0,7.0,7.0,7.2,Friends!,Dogs are laughing.,7.1,1
image1709.jpg,6.0,7.0,2.0,1.0,impressive she is strong,He look heavy,1.5,0
image1721.jpg,1.0,1.0,1.6,1.0,Image in the snow.,a draw in the snow,1.3,0
image1047.jpg,1.0,1.0,1.6,1.0,nothing funny,ladder on the wall,1.3,0
image396.jpg,5.0,4.0,2.1,8.6,Horse looks tired.,Donkey as BMW,5.35,1
image382.jpg,1.0,1.0,8.3,1.5,"Nope, I'm leaving.",if friends jump off cliff,4.9,0
image1053.jpg,2.0,5.0,6.0,1.0,ballerina kicks blackbelt,nothing funny,3.5,0
image1735.jpg,1.0,2.0,2.2,1.4,nothing funny,Couple is fighting.,1.8,0
image619.jpg,3.0,6.0,8.3,3.0,can you say accident.,"alabama,mississipi or TN",5.65,1
image1286.jpg,2.0,3.0,7.1,1.6,personification funny,Attitude,4.35,0
image157.jpg,4.0,8.0,1.0,7.2,nothing funny,Nesting doll delivery.,4.1,0
image631.jpg,6.0,8.0,9.3,1.0,dog outfit is funny .,I hate dogs.,5.15,1
image625.jpg,1.0,1.0,10.0,1.0,How mobile uses,Mowing people heads,5.5,1
image143.jpg,1.0,1.0,1.0,8.6,seems sad -separated,lovers,4.8,0
image1292.jpg,4.0,6.0,7.7,8.9,He's flying.,Camera Man,8.3,1
image1279.jpg,2.0,7.0,1.6,10.0,should have chosen luge,story,5.8,1
image816.jpg,3.0,7.0,4.6,7.8,hands rotate backwards,Clock is a vampire.,6.199999999999999,1
image802.jpg,6.0,6.0,2.7,8.2,loser is French entree,Snails riding on ATVs.,5.449999999999999,1
image194.jpg,2.0,2.0,2.3,1.2,noone sees around them?,Serious analogy,1.75,0
image1245.jpg,5.0,7.0,5.6,1.0,dad's face,He need help. Not funny,3.3,0
image1523.jpg,4.0,4.0,7.9,7.0,Picture in front door.,The dressings,7.45,1
image1537.jpg,1.0,1.0,5.4,1.4,face,not much funny,3.4000000000000004,0
image1251.jpg,1.0,1.0,1.0,1.0,nothing funny,dog looking outside,1.0,0
image180.jpg,1.0,1.0,6.7,8.0,umbrella wont keep u dry,keep the head dry,7.35,1
image779.jpg,1.0,1.0,2.2,1.0,Outside peace,desolate landscape,1.6,0
image745.jpg,2.0,4.0,8.1,7.1,face,Looks like smile.,7.6,1
image1494.jpg,1.0,1.0,6.3,1.7,Go ahead step on it,Scout's honor,4.0,0
image1480.jpg,3.0,1.0,1.0,1.7,This is weird humor,Man being tortured.,1.35,0
image751.jpg,5.0,8.0,8.1,10.0,"Don't touch, mean snowman",frown in snow,9.05,1
image989.jpg,2.0,2.0,5.0,9.4,Messy paint face,Child covered in paint,7.2,1
image962.jpg,1.0,1.0,1.6,4.5,boring shadow image,Black cat,3.05,0
image976.jpg,2.0,2.0,7.6,3.9,The happy face is funny.,Laughing face,5.75,1
image1319.jpg,2.0,5.0,2.2,3.7,67 but never grew up,a disguised middle finger,2.95,0
image1331.jpg,3.0,1.0,4.0,1.0,so cute and funny.,not funny,2.5,0
image1457.jpg,5.0,6.0,8.7,2.8,Dog license and reg plz,Dogs face,5.75,1
image786.jpg,2.0,3.0,5.2,7.1,Kid laughing,Having fun in the snow,6.15,1
image792.jpg,5.0,5.0,8.3,6.6,jury hears testimony,Cracked egg,7.45,1
image1443.jpg,1.0,1.0,7.4,7.1,The waves have tongue,The whales mouth,7.25,1
image1325.jpg,1.0,2.0,1.8,1.9,angry looking people,People are angry.,1.85,0
image14.jpg,1.0,1.0,7.4,2.5,Man's big belly.,Fat against a dog,4.95,0
image209.jpg,3.0,3.0,4.4,5.2,"Their naked, funny",Spider web,4.800000000000001,0
image1696.jpg,1.0,1.0,7.7,6.4,Republican vs Democrat,Toys are wrestling.,7.050000000000001,1
image547.jpg,1.0,1.0,1.0,1.9,Masked isn't funny.,Woman looks sad.,1.45,0
image221.jpg,5.0,5.0,7.0,3.4,His body is funny.,Man plays with baby.,5.2,1
image28.jpg,4.0,5.0,5.2,3.6,eggs face,Eggs with faces,4.4,0
image235.jpg,3.0,5.0,9.0,9.2,refreshing fruit salad,Pooping out strawberries.,9.1,1
image553.jpg,3.0,7.0,5.4,2.3,Dog wearing hat.,A cute dog with his hat,3.85,0
image1682.jpg,3.0,6.0,7.5,5.1,Cat looks funny like that,a cute dog,6.3,1
image1669.jpg,1.0,1.0,3.3,1.7,devotee popped his cork,Mask is weird.,2.5,0
image584.jpg,2.0,3.0,10.0,1.0,smiling skeleton,A skull wearing shades,5.5,1
image1655.jpg,1.0,1.0,7.3,1.5,Adventure,Astronaut is scary.,4.4,0
image1133.jpg,2.0,1.0,3.3,6.6,Cartoons,Men versus women.,4.949999999999999,0
image1127.jpg,5.0,10.0,8.4,7.2,I hope he can get out,Cat in box,7.800000000000001,1
image1641.jpg,1.0,2.0,2.6,4.9,seven more on the grass,If bunny use the bathroom,3.75,0
image590.jpg,7.0,5.0,1.8,7.4,Believe in Santa now?,Santa stuck in chimney,4.6000000000000005,0
image1126.jpg,5.0,1.0,2.2,8.0,letter to future self,Kitten wants to be tiger.,5.1,1
image591.jpg,1.0,4.0,8.3,8.5,Why is he holding a knife,Its the Simpson,8.4,1
image1640.jpg,2.0,6.0,5.2,5.5,Zumba-class fashionista,Colorful elderly person,5.35,1
image1654.jpg,1.0,1.0,1.0,1.7,nice but not funny,Shooting bow in a suit.,1.35,0
image585.jpg,3.0,1.0,4.8,6.0,Is this Spongbob pet.,Funny looking snail,5.4,1
image1132.jpg,7.0,7.0,8.5,1.0,yelling,Not funny but scarry,4.75,0
image1668.jpg,1.0,1.0,3.5,1.0,Person,Just a hand puppet,2.25,0
image234.jpg,2.0,6.0,7.6,10.0,Dog wearing glasses.,Cute dog wearing glasses,8.8,1
image29.jpg,4.0,7.0,9.2,3.8,no smile & no photo sale,She is bore.,6.5,1
image1683.jpg,5.0,7.0,9.1,7.6,An ape with attitude.,Monkey is strutting.,8.35,1
image552.jpg,5.0,5.0,3.3,8.6,"not ""who"" but ""what""",The owl's expression,5.949999999999999,1
image546.jpg,1.0,5.0,8.1,8.2,Men and sheep on moped,Sheep on motorcycle.,8.149999999999999,1
image1697.jpg,1.0,7.0,1.6,2.8,game of limbo gone wrong,She is serious,2.2,0
image220.jpg,1.0,1.0,2.3,6.6,Hanging on to a thought,Man grabbing thought.,4.449999999999999,0
image208.jpg,2.0,4.0,5.2,1.0,Creative illustration,Not funny but true,3.1,0
image15.jpg,1.0,7.0,4.1,7.7,Cute dog,Serious dog riding in car,5.9,1
image1442.jpg,2.0,5.0,7.8,8.3,Marker on her face,Painted nose green.,8.05,1
image793.jpg,1.0,4.0,4.9,1.5,Witch skeleton broom,Skeleton is scary.,3.2,0
image1324.jpg,1.0,1.0,8.4,7.9,"Phone is boat, funny.",Phones are islands,8.15,1
image1330.jpg,3.0,5.0,6.7,2.5,Cute baby!,an angry baby.,4.6,0
image787.jpg,1.0,3.0,4.0,1.0,on a wing and a prayer,Dangerous situation,2.5,0
image1456.jpg,1.0,1.0,1.0,1.0,Not funny. Serious moment,Upsetting,1.0,0
image977.jpg,2.0,3.0,7.0,3.1,Woman,Woman checking her heart.,5.05,1
image1318.jpg,2.0,1.0,1.0,9.2,I despise dogs,Bath time,5.1,1
image963.jpg,3.0,4.0,1.3,9.2,"rotten apple, not funny",apple of my eye,5.25,1
image988.jpg,2.0,5.0,1.0,6.9,Sickness is never funny,Snail in hospital.,3.95,0
image750.jpg,1.0,3.0,4.5,1.0,Weird body parts,Creepy and offensive,2.75,0
image1481.jpg,2.0,1.0,1.0,6.9,Scarry picture.,Women are falling.,3.95,0
image1495.jpg,1.0,1.0,2.0,3.6,Interesting but not funny,disjointed logic,2.8,0
image744.jpg,2.0,1.0,5.8,8.1,Holding toilet paper,Man loves toilet paper.,6.949999999999999,1
image778.jpg,1.0,7.0,1.0,7.3,Tea bag in a coffee cup,Tea bag in a pool.,4.15,0
image1536.jpg,1.0,1.0,9.0,6.8,They need to switch hats,Eggs are cranky.,7.9,1
image181.jpg,2.0,1.0,4.3,1.0,Man and woman,He is not a gentleman,2.65,0
image1250.jpg,1.0,1.0,8.5,2.4,Don't eat me.,Just arcade characters.,5.45,1
image1244.jpg,1.0,2.0,8.3,7.2,mask is funny,Wearing a cow mask.,7.75,1
image195.jpg,1.0,1.0,6.3,1.0,Her expression is funny.,Frightened isn't funny.,3.65,0
image1522.jpg,2.0,1.0,4.2,7.4,Animal with bucket a,Dog dressed like a ghost.,5.800000000000001,1
image803.jpg,1.0,5.0,1.0,7.4,The hat is not funny,Woman knitting on head.,4.2,0
image1278.jpg,1.0,4.0,7.8,8.4,Expression on the eggs,Eggs getting married.,8.1,1
image817.jpg,5.0,5.0,9.2,8.5,Guy on kid's bike.,Man riding tiny bike.,8.85,1
image624.jpg,4.0,7.0,6.5,4.8,Cows face,Cow's facial expression,5.65,1
image1293.jpg,5.0,8.0,1.0,6.4,I hate dogs.,Dog head,3.7,0
image142.jpg,5.0,3.0,6.0,1.3,This was kind of odd.,Just playing soccer.,3.65,0
image156.jpg,4.0,1.0,6.0,7.5,Funny face,the indoor homemade beach,6.75,1
image1287.jpg,1.0,1.0,1.0,2.1,not funny at all,Couple is concerned.,1.55,0
image630.jpg,2.0,1.0,10.0,1.0,egg shape,Not a family or funny,5.5,1
